"Cluster_ID"	"Gene"	"P_Value"
1	"TNNI1"	0.000582024066756337
1	"SIPA1L2"	0.0269265110326742
1	"AKT3"	0.0377989912941887
1	"KIF5C"	0.0217797490080526
1	"IGFBP5"	0.000207351595588728
1	"CLSTN2"	0.0326013595019585
1	"DIPK2A"	0.0458291164470897
1	"ZIC1"	0.000263054033553541
1	"ANK2"	0.000529890270264368
1	"GAB1"	0.00829122209304863
1	"GASK1B"	0.000139962463932683
1	"SNCAIP"	0.00190383295087521
1	"NEUROG1"	0.00209379986729108
1	"TUBB2B"	1.12518145600658e-05
1	"SOX4"	0.030283331662388
1	"HSPA1B"	0.0487738665663665
1	"CD24"	0.0434032094333812
1	"SEMA3A"	0.00370400435709149
1	"CNTNAP2"	0.0129601531107605
1	"DPYSL2"	0.0121307125265135
1	"SFRP1"	0.023873302266312
1	"NKAIN3"	0.0175328109132061
1	"PABPC1"	0.0026140479145246
1	"RPL8"	0.0300589628688064
1	"IGFBPL1"	0.00179741396787031
1	"ABLIM1"	0.000207351595588745
1	"DPYSL4"	0.0121307125265135
1	"RPLP2"	0.0363171027655235
1	"IGF2"	0.00252659388462851
1	"SLC1A2"	0.046723190962212
1	"IGSF9B"	0.00386760366484127
1	"KDM5A"	0.00367920252536223
1	"ERC1"	0.0274527238505553
1	"NRIP2"	0.00149635352203836
1	"MAB21L1"	0.0467231909622118
1	"DCLK1"	0.00498852764859588
1	"DLK1"	0.0395085647763782
1	"APBA2"	0.000242076581482968
1	"ACTC1"	0.00829122209304863
1	"CEMIP"	0.0274527238505554
1	"NUP93"	0.046723190962212
1	"ADGRG1"	0.000444368742859786
1	"SEZ6"	0.000582024066756322
1	"TAOK1"	0.00367920252536223
1	"MLLT6"	0.0059630055610492
1	"SPAG9"	0.0162969967448406
1	"TANC2"	0.0343993534124929
1	"MAP2K6"	0.0113162262950516
1	"NPTX1"	0.00537262652556568
1	"DLGAP1"	0.0168374951071672
1	"TTR"	0.0168211515082746
1	"RPS15"	0.0363171027655235
1	"EEF2"	0.0307277368197666
1	"ZNF91"	0.0241231463633041
1	"APOE"	0.00994602542686043
1	"LENG8"	0.0301045553862244
1	"PEG3"	2.41124160739931e-08
1	"CBFA2T2"	0.0387916437748238
1	"TIMP3"	0.0043794370617355
1	"HCFC1"	0.0188489712423014
1	"MT.ND1"	0.00628640061210513
1	"MT.ND2"	0.00840693558980625
