"Cluster_ID"	"Gene"	"P_Value"
4	"IGSF21"	0.0471966845027312
4	"PATJ"	0.00281480021955443
4	"CRABP2"	0.000461130014106747
4	"NID1"	0.00281480021955443
4	"NRXN1"	0.00458674292138142
4	"CNTNAP5"	0.0466847241195402
4	"TBR1"	0.0293841501671511
4	"SP5"	0.00458674292138142
4	"BOC"	0.00458674292138142
4	"RHO"	0.0267221080617799
4	"CPNE4"	0.000461130014106747
4	"SHOX2"	0.0323332476904343
4	"GAB1"	0.0203293180140906
4	"MYO10"	0.0161348688934203
4	"MAP1B"	0.00813477263451228
4	"MCC"	0.00281480021955438
4	"EGR1"	0.00281480021955443
4	"DSP"	0.016258097294551
4	"RIPOR2"	0.000461130014106747
4	"SEMA3A"	0.00281480021955438
4	"COL1A2"	0.0323332476904345
4	"PEG10"	0.0293841501671511
4	"NPTX2"	0.00813477263451228
4	"FLNC"	0.0203293180140906
4	"ZNF704"	0.00281480021955443
4	"MYC"	0.00458674292138142
4	"ADAMTSL1"	0.0466847241195402
4	"TRPM3"	0.00281480021955443
4	"ZNF462"	0.000616568426764005
4	"TNC"	0.016258097294551
4	"COL5A1"	0.0282176747385371
4	"ZMIZ1"	0.0323332476904345
4	"ABLIM1"	0.00813477263451223
4	"MKI67"	0.0466847241195402
4	"NAV2"	0.0130465879103262
4	"NCAM1"	0.0471966845027312
4	"IGSF9B"	0.0203293180140906
4	"TSPAN9"	0.00458674292138142
4	"CCND2"	0.0323332476904345
4	"KCNA1"	0.00813477263451228
4	"ZIC2"	0.00813477263451228
4	"COL4A1"	0.0471966845027312
4	"COL4A2"	0.00281480021955443
4	"AKAP6"	0.000254032770227357
4	"NTRK3"	0.016258097294551
4	"HBA2"	0.000461130014106759
4	"HBA1"	0.000461130014106759
4	"ZNF423"	0.0203293180140906
4	"MYH10"	0.0323332476904345
4	"SEZ6"	0.00813477263451228
4	"SSTR2"	0.0323332476904345
4	"TSHZ1"	0.000461130014106747
4	"RYR1"	0.0130465879103263
4	"MYH9"	0.0471966845027312
4	"HCFC1"	0.016258097294551
4	"FLNA"	0.0293841501671512
