ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	80	0.7151775606063882	3.281399372036959	1e-10	2.1e-8	1.6842105263157893e-8	1956	tags=90%, list=23%, signal=70%	RPS2/RPL13A/RPL13/RPSA/RPS5/RPL6/RPL10/RPL10A/RPLP2/RPS3/RPS15A/RPS16/RPS7/RPL23/RPL32/RPL35A/RPL18/RPS27/RPL4/RPL19/RPS18/RPS11/RPS21/RPL36A/RPS8/RPS3A/RPS6/RPL30/RPS20/RPS17/RPL22/RPS13/RPS23/RPL27/RPL5/RPL8/RPS19/RPS9/RPL39/RPS10/UBA52/RPL28/RPL36/RPL29/RPS14/RPL11/RPL14/RPLP1/RPL7A/RPL27A/RPL18A/RPL12/RPS28/RPS4X/RPLP0/RPL24/RPL21/RPS12/RPL17/RPS24/RPS15/RPL9/RPL3/RPL7/RPL37/RPL41/RPL26/FAU/RPS27A/RPS29/RPL23A/RPL34
KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	33	0.6950125139226669	2.5879432370611584	1.3451560515591024e-8	1.4124138541370574e-6	1.1327629907866124e-6	1927	tags=91%, list=22%, signal=71%	RPS2/RPSA/RPS5/RPS3/RPS15A/RPS16/RPS7/RPS27/RPS18/RPS11/RPS21/RPS8/RPS3A/RPS6/RPS20/RPS17/RPS13/RPS23/RPS19/RPS9/RPS10/RPS14/RPS28/RPS4X/RPS12/RPS24/RPS15/FAU/RPS27A/RPS29
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	15	0.7828793912809009	2.350979564100777	1.7950528427745778e-6	1.2565369899422045e-4	1.007748964364675e-4	1571	tags=93%, list=18%, signal=76%	CCND2/H3C7/H3C15/H3-3A/NSD2/H3C4/H3C11/H3C10/H3C6/H3C8/H3C14/H3C13/H3C12/H3C1
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL	KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL	16	0.7201405626279664	2.20241638171069	3.36216273574671e-5	0.0017651354362670226	0.001415647467682825	483	tags=44%, list=6%, signal=41%	FGFR2/FGFR3/NTRK2/ERBB3/CSF1R/FLT3/KIT
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION	KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION	18	0.6837039957740916	2.1716892020391723	9.87754793035178e-5	0.0041485701307477476	0.0033271740396974415	1392	tags=67%, list=16%, signal=56%	TUBB/TUBB4A/TUBA4A/TUBA8/TUBB3/MAPRE3/TUBA1B/TUBB4B/TUBA1A/KIF18B/MAPRE1/KIF2C
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT	13	0.729410403836566	2.1069074635919134	1.9972840120650862e-4	0.006990494042227802	0.0056064112619370835	1328	tags=69%, list=15%, signal=59%	TUBB/TUBB4A/TUBA4A/DCTN1/TUBA8/TUBB3/TUBA1B/TUBB4B/TUBA1A
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT	17	0.6701624233771672	2.0857092127022305	3.290832807717461e-4	0.009872498423152383	0.007917793221575846	1328	tags=59%, list=15%, signal=50%	TUBB/TUBB4A/TUBA4A/KIF5A/SNCA/TUBA8/TUBB3/TUBA1B/TUBB4B/TUBA1A
KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	15	0.6736823406954351	2.0230618321414786	6.236779657866266e-4	0.013997345974407348	0.0112259416336099	1328	tags=60%, list=15%, signal=51%	TUBB/TUBB4A/TUBA4A/TUBA8/TUBB3/TUBA1B/TACC3/TUBB4B/TUBA1A
KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT	KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT	15	0.673109650832276	2.0213420497843884	6.418872226423508e-4	0.013997345974407348	0.0112259416336099	1596	tags=67%, list=19%, signal=54%	TUBB/TUBB4A/TUBA4A/CENPF/TUBA8/TUBB3/TUBA1B/TUBB4B/TUBA1A/BUB1B
KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT	16	0.6562563580681798	2.007038387529132	6.66540284495588e-4	0.013997345974407348	0.0112259416336099	1328	tags=56%, list=15%, signal=48%	TUBB/TUBB4A/TUBA4A/KIF5A/TUBA8/TUBB3/TUBA1B/TUBB4B/TUBA1A
