ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	79	0.7815920335079757	4.3790232331227115	1e-10	1.095e-8	9.473684210526316e-9	1686	tags=91%, list=18%, signal=75%	RPS7/RPL27A/RPL41/RPLP0/RPL21/RPS15A/RPL3/RPS25/RPL10/RPS27/RPS8/RPL24/RPL13A/RPL26/RPL37A/RPL7A/RPL12/RPS18/RPL11/RPL30/RPS27A/RPL35A/RPS17/RPS16/RPS11/RPL7/RPL29/RPL10A/RPL15/RPS4X/RPS3/RPL39/RPS23/RPS19/RPS5/RPS10/RPL22/RPL4/RPLP1/RPL28/RPL6/RPSA/RPS28/RPS13/RPL14/RPS3A/RPS14/RPS9/RPL18/RPL31/RPL17/RPL18A/RPL37/RPL5/RPL8/RPS12/RPL32/RPL35/RPS24/RPL9/RPL23A/RPS6/RPL36A/RPS2/RPLP2/RPL19/RPS21/FAU/RPL34/RPL23/RPL27/UBA52
KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	33	0.7570662784843447	3.404254193313555	1e-10	1.095e-8	9.473684210526316e-9	1577	tags=85%, list=17%, signal=71%	RPS7/RPS15A/RPS25/RPS27/RPS8/RPS18/RPS27A/RPS17/RPS16/RPS11/RPS4X/RPS3/RPS23/RPS19/RPS5/RPS10/RPSA/RPS28/RPS13/RPS3A/RPS14/RPS9/RPS12/RPS24/RPS6/RPS2/RPS21/FAU
KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH	KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH	15	0.7027973253101608	2.4338492780460523	2.174388872305095e-5	0.0015873038767827193	0.00137329823514006	1553	tags=73%, list=17%, signal=61%	CLASP2/TUBB2A/TUBB2B/TUBA1A/TUBB3/CLASP1/TUBB4A/TUBB4B/CLIP1/TUBA1B/TUBB6
KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT	13	0.7123551874533948	2.34538754494959	5.032100271521674e-5	0.0027550748986581164	0.002383626444405003	1553	tags=77%, list=17%, signal=64%	TUBB2A/TUBB2B/TUBA1A/TUBB3/MAPT/TUBB4A/GSK3B/TUBB4B/TUBA1B/TUBB6
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS	KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS	13	0.6978002338612175	2.2974662165537816	1.072578030468212e-4	0.004697891773450768	0.004064506220721646	1553	tags=69%, list=17%, signal=58%	KIF2A/TUBB2A/TUBB2B/TUBA1A/TUBB3/TUBB4A/TUBB4B/TUBA1B/TUBB6
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT	12	0.7043660390358379	2.2940365706294816	1.3129576098121185e-4	0.004792295275814233	0.004146181925722479	1553	tags=75%, list=17%, signal=62%	TUBB2A/TUBB2B/TUBA1A/TUBB3/MAPT/TUBB4A/TUBB4B/TUBA1B/TUBB6
KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY	13	0.673835545426795	2.2185638897894813	2.7306000342415136e-4	0.008542877249984164	0.007391097837044698	1553	tags=69%, list=17%, signal=58%	TUBB2A/TUBB2B/TUBA1A/TUBB3/TUBB4A/TUBB4B/RHOA/TUBA1B/TUBB6
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT	15	0.638352504860183	2.2106711666940138	3.325095015285696e-4	0.009102447604344593	0.007875225036202964	1553	tags=73%, list=17%, signal=61%	TUBB2A/TUBB2B/TUBA1A/TUBB3/MAPT/CDK5R1/TUBB4A/TUBB4B/APP/TUBA1B/TUBB6
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY	KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY	11	0.6903367270725994	2.1430099332297536	6.728972550798966e-4	0.014736449886249735	0.01274963220151383	1939	tags=82%, list=21%, signal=65%	TUBB2A/TUBB2B/TUBA1A/TUBB3/TUBB4A/TUBB4B/TUBA1B/TUBB6/TUBB
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT	11	0.6903367270725994	2.1430099332297536	6.728972550798966e-4	0.014736449886249735	0.01274963220151383	1939	tags=82%, list=21%, signal=65%	TUBB2A/TUBB2B/TUBA1A/TUBB3/TUBB4A/TUBB4B/TUBA1B/TUBB6/TUBB
