ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	74	0.8205048966494538	5.68856726366828	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	951	tags=82%, list=11%, signal=74%	RPL5/RPL15/RPL29/RPS3A/RPL7A/RPS24/RPL6/RPL10/RPLP0/RPS27/RPS18/RPS27A/RPS11/RPL30/RPL23/RPS25/RPL22/RPL37/RPL9/UBA52/RPS15A/RPL35A/RPS6/RPS7/RPL34/RPL37A/RPL21/RPL39/RPS8/RPS23/RPL3/RPSA/RPS20/RPL4/RPL11/RPS9/RPL31/RPS17/FAU/RPL27/RPL10A/RPS4X/RPS10/RPS13/RPL14/RPS14/RPS12/RPL24/RPS3/RPL19/RPL7/RPL41/RPS5/RPL32/RPL12/RPL38/RPL36A/RPL35/RPS29/RPL26/RPL13A
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	37	0.7724282172986094	4.244078707328948	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	1072	tags=86%, list=12%, signal=77%	PSMD2/RPS27A/PSMD4/UBC/PSMB1/UBA52/PSMC1/PSMC3/PSMD14/PSMA3/PSMB3/PSMC6/PSMA2/PSMA7/PSMA6/PSMB4/PSMB5/PSMD1/PSMA4/PSMA5/PSMD13/PSMD8/PSMB7/PSMD7/PSMC5/PSMA1/SEM1/PSMB2/SOD1/DERL1/PSMB6/PSMD6
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	36	0.7704222812850354	4.220833322911006	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	1072	tags=86%, list=12%, signal=76%	PSMD2/RPS27A/PSMD4/UBC/PSMB1/UBA52/PSMC1/PSMC3/PSMD14/PSMA3/PSMB3/PSMC6/PSMA2/PSMA7/PSMA6/PSMB4/PSMB5/PSMD1/PSMA4/PSMA5/PSMD13/PSMD8/PSMB7/PSMD7/VCP/PSMC5/PSMA1/SEM1/PSMB2/PSMB6/PSMD6
KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	33	0.7886408963900576	4.158633147302668	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	589	tags=73%, list=7%, signal=68%	RPS3A/RPS24/RPS27/RPS18/RPS27A/RPS11/RPS25/RPS15A/RPS6/RPS7/RPS8/RPS23/RPSA/RPS20/RPS9/RPS17/FAU/RPS4X/RPS10/RPS13/RPS14/RPS12/RPS3/RPS5
KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	35	0.7679011812688179	4.128449562620002	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	1072	tags=86%, list=12%, signal=76%	PSMD2/RPS27A/PSMD4/UBC/PSMB1/UBA52/PSMC1/PSMC3/PSMD14/PSMA3/PSMB3/PSMC6/PSMA2/PSMA7/PSMA6/PSMB4/PSMB5/PSMD1/PSMA4/PSMA5/PSMD13/PSMD8/PSMB7/PSMD7/PSMC5/PSMA1/SEM1/PSMB2/PSMB6/PSMD6
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	32	0.7550115647381286	3.9930195677614697	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	1072	tags=84%, list=12%, signal=75%	PSMD2/PSMD4/PSMB1/PSMC1/PSMC3/PSMD14/PSMA3/PSMB3/PSMC6/PSMA2/PSMA7/PSMA6/PSMB4/PSMB5/PSMD1/PSMA4/PSMA5/PSMD13/PSMD8/PSMB7/PSMD7/PSMC5/PSMA1/SEM1/PSMB2/PSMB6/PSMD6
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	32	0.7548188904169993	3.992000573655411	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	1072	tags=84%, list=12%, signal=75%	PSMD2/PSMD4/PSMB1/PSMC1/PSMC3/PSMD14/PSMA3/PSMB3/PSMC6/PSMA2/PSMA7/PSMA6/PSMB4/PSMB5/PSMD1/PSMA4/PSMA5/PSMD13/PSMD8/PSMB7/PSMD7/PSMC5/PSMA1/SEM1/PSMB2/PSMB6/PSMD6
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	32	0.7537017037928322	3.9860921236932065	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	1072	tags=84%, list=12%, signal=75%	PSMD2/PSMD4/PSMB1/PSMC1/PSMC3/PSMD14/PSMA3/PSMB3/PSMC6/PSMA2/PSMA7/PSMA6/PSMB4/PSMB5/PSMD1/PSMA4/PSMA5/PSMD13/PSMD8/PSMB7/PSMD7/PSMC5/PSMA1/SEM1/PSMB2/PSMB6/PSMD6
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	32	0.7511628409577843	3.972664873762638	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	1072	tags=84%, list=12%, signal=75%	PSMD2/PSMD4/PSMB1/PSMC1/PSMC3/PSMD14/PSMA3/PSMB3/PSMC6/PSMA2/PSMA7/PSMA6/PSMB4/PSMB5/PSMD1/PSMA4/PSMA5/PSMD13/PSMD8/PSMB7/PSMD7/PSMC5/PSMA1/SEM1/PSMB2/PSMB6/PSMD6
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	36	0.7225573680070438	3.9586007449214207	1e-10	1.9272727272727273e-9	1.4545454545454544e-9	1072	tags=83%, list=12%, signal=74%	PSMD2/RPS27A/PSMD4/UBC/PSMB1/UBA52/PSMC1/PSMC3/PSMD14/PSMA3/PSMB3/PSMC6/PSMA2/PSMA7/PSMA6/PSMB4/PSMB5/PSMD1/PSMA4/PSMA5/PSMD13/PSMD8/PSMB7/PSMD7/PSMC5/PSMA1/SEM1/PSMB2/PSMB6/PSMD6
