ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	90	0.718807989822909	4.094311509450526	1e-10	1.606733692506236e-9	1.3308579333960196e-9	2576	tags=87%, list=23%, signal=67%	RPSA/RPL14/RPS6/RPS3/RPS4X/EEF1B2/RPL30/RPL10A/RPL4/RPL39/RPL9/RPL3/RPS27A/RPL32/RPL35A/RPL37A/RPS13/RPL12/RPS25/RPL31/RPL13A/RPL17/RPL15/RPL24/RPL11/RPL26/RPL23/RPS14/EEF1G/RPL7A/RPS8/RPL22/RPS24/RPS18/RPL37/RPS15A/RPS11/RPL36A/RPL7/RPS23/RPS27/RPS17/RPS3A/RPL21/RPL6/RPS7/RPLP0/RPL5/EEF1A1/RPS5/RPL29/RPL18A/RPS20/EEF1A2/RPL27A/RPL18/RPL10/RPS19/RPS29/RPL8/RPL35/RPS9/RPL23A/RPS2/RPS16/RPL36/RPL41/RPL34/RPL27/RPL36AL/RPL22L1/RPS21/RPLP2/RPL19/RPS26/RPL28/RPS10/RPS28
REACTOME_DNA_METHYLATION	REACTOME_DNA_METHYLATION	54	0.7913722255277301	4.03985585374037	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=83%, list=12%, signal=74%	H4C14/H3C15/H4C15/DNMT3A/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/DNMT1/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/H2BC7/H4C12/H4C4/H4C5/H2AC8/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/H3C12/H4C6/H2BC17/H2BC10/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	108	0.6818955636712467	4.007098992854664	1e-10	1.606733692506236e-9	1.3308579333960196e-9	2880	tags=85%, list=26%, signal=64%	RPSA/RPL14/RPS6/RPS3/RPS4X/RPL30/RPL10A/RPL4/RPL39/SRP9/RPL9/RPL3/RPS27A/RPL32/RPL35A/RPL37A/RPS13/RPL12/RPS25/RPL31/RPL13A/RPL17/RPL15/RPL24/RPL11/RPL26/RPL23/RPS14/RPL7A/RPS8/RPL22/RPS24/RPS18/RPL37/RPS15A/RPS11/RPL36A/RPL7/RPS23/RPS27/RPS17/RPS3A/RPL21/RPL6/RPS7/RPLP0/RPL5/RPS5/RPL29/RPL18A/RPS20/RPL27A/RPL18/RPL10/RPS19/SSR2/RPS29/RPL8/RPL35/RPS9/SSR3/RPL23A/SPCS3/RPS2/RPS16/RPL36/SRP14/RPL41/SPCS2/RPL34/RPL27/RPN2/RPL36AL/TRAM1/RPL22L1/SEC61G/RPS21/RPLP2/RPL19/SEC11A/RPS26/RPL28/SRP72/SRP54/RPS10/RPS28/RPL38/SRPRB/SEC61A1/UBA52/RPS12/DDOST
REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_SELENOAMINO_ACID_METABOLISM	105	0.6766466784628423	3.9809452544938284	1e-10	1.606733692506236e-9	1.3308579333960196e-9	2576	tags=80%, list=23%, signal=62%	RPSA/RPL14/RPS6/RPS3/RPS4X/RPL30/RPL10A/RPL4/RPL39/RPL9/RPL3/RPS27A/RPL32/RPL35A/RPL37A/RPS13/RPL12/RPS25/RPL31/RPL13A/RPL17/RPL15/RPL24/RPL11/RPL26/RPL23/RPS14/RPL7A/RPS8/RPL22/RPS24/RPS18/RPL37/RPS15A/RPS11/RPL36A/RPL7/RPS23/RPS27/RPS17/RPS3A/RPL21/RPL6/RPS7/RPLP0/RPL5/RPS5/RPL29/RPL18A/RPS20/RPL27A/RPL18/RPL10/RPS19/TXNRD1/RPS29/EPRS1/PAPSS1/AIMP1/RPL8/RPL35/RPS9/LARS1/RPL23A/DARS1/RPS2/RPS16/RPL36/RPL41/RPL34/RPL27/RPL36AL/AHCY/KARS1/RPL22L1/EEFSEC/RPS21/RPLP2/RPL19/RPS26/RPL28/RPS10/IARS1/RPS28
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	53	0.783919139215582	3.974201982212557	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=83%, list=12%, signal=73%	H4C14/H3C15/H4C15/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/H2BC7/H4C12/H4C4/H4C5/H2AC8/PKN1/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/H3C12/H4C6/H2BC17/H2BC10/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	81	0.7115788619911464	3.961303705623207	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=69%, list=12%, signal=61%	H4C14/H3C15/H4C15/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/KMT2C/KMT2A/KMT2D/SETD1B/SETD1A/ZFPM1/ITGA2B/TNRC6C/SIN3B/KMT2B/H3C7/H2AC20/H4C1/H2AC6/H3C11/TNRC6B/H3C8/H4C3/H2BC7/H4C12/H4C4/H4C5/H2AC8/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/AGO1/H3C12/H4C6/H2BC17/H2BC10/EP300/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	114	0.6572618506313863	3.9246577653639596	1e-10	1.606733692506236e-9	1.3308579333960196e-9	2576	tags=79%, list=23%, signal=61%	RPSA/RPL14/RPS6/RPS3/EIF3E/RPS4X/RPL30/RPL10A/RPL4/RPL39/RPL9/RPL3/RPS27A/RPL32/RPL35A/RPL37A/EIF4A2/RPS13/RPL12/RPS25/RPL31/RPL13A/RPL17/RPL15/RPL24/RPL11/RPL26/RPL23/RPS14/RPL7A/RPS8/RPL22/RPS24/RPS18/RPL37/RPS15A/RPS11/RPL36A/RPL7/RPS23/RPS27/RPS17/RPS3A/RPL21/RPL6/RPS7/RPLP0/RPL5/RPS5/RPL29/RPL18A/RPS20/EIF3L/PABPC1/RPL27A/RPL18/RPL10/RPS19/RPS29/EIF3D/RPL8/RPL35/EIF4A1/RPS9/EIF3H/RPL23A/EIF3I/EIF2S3/EIF3M/EIF5/RPS2/RPS16/RPL36/EIF1AX/RPL41/EIF4B/RPL34/RPL27/EIF4H/RPL36AL/EIF4E/RPL22L1/RPS21/RPLP2/RPL19/RPS26/RPL28/EIF3J/RPS10/RPS28
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	56	0.7660167349333099	3.9195691788956246	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=79%, list=12%, signal=69%	H4C14/H3C15/H4C15/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/H2BC7/H4C12/H4C4/H4C5/H2AC8/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/H3C12/H4C6/H2BC17/H2BC10/TAF1C/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_HDACS_DEACETYLATE_HISTONES	REACTOME_HDACS_DEACETYLATE_HISTONES	81	0.7016190191602284	3.905858041873247	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=67%, list=12%, signal=59%	H2BC18/H4C14/H3C15/H4C15/H2AC21/GATAD2B/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H2AC13/H3C10/H2BC14/H4C11/H2BC15/H2AC16/H2AC17/CHD3/HDAC10/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/MTA1/H2BC7/H4C12/H2AC11/NCOR2/H4C4/H4C5/H2AC8/MBD3/H2BU1/H3C1/H4C8/H2BC5/H2BC3/H2AC14/H3C6/H3C12/H4C6/H2BC17/H2BC10/H2AC12/H2BC21/H4C9/H2AC4
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	98	0.674050883027534	3.894004164385853	1e-10	1.606733692506236e-9	1.3308579333960196e-9	2830	tags=83%, list=26%, signal=62%	RPSA/RPL14/RPS6/RPS3/RPS4X/RPL30/RPL10A/RPL4/RPL39/RPL9/RPL3/RPS27A/RPL32/RPL35A/RPL37A/RPS13/RPL12/RPS25/RPL31/RPL13A/RPL17/RPL15/RPL24/RPL11/RPL26/RPL23/RPS14/RPL7A/RPS8/RPL22/RPS24/RPS18/RPL37/RPS15A/RPS11/RPL36A/RPL7/RPS23/RPS27/RPS17/RPS3A/RPL21/RPL6/RPS7/RPLP0/RPL5/RPS5/RPL29/RPL18A/RPS20/RPL27A/RPL18/RPL10/RPS19/RPS29/RPL8/RPL35/RPS9/ATF4/RPL23A/EIF2S3/RPS2/RPS16/RPL36/RPL41/RPL34/RPL27/RPL36AL/RPL22L1/RPS21/RPLP2/RPL19/CEBPB/RPS26/RPL28/RPS10/RPS28/RPL38/ASNS/UBA52/RPS12
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	78	0.7022895769452013	3.85782761317395	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=67%, list=12%, signal=59%	H4C14/H3C15/H4C15/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/TRRAP/TLE1/BCL9L/KMT2D/CREBBP/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/SMARCA4/H2BC7/H4C12/TLE2/H4C4/H4C5/H2AC8/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/H3C12/H4C6/H2BC17/H2BC10/TLE3/EP300/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	66	0.7223620342395046	3.8494259500254997	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=74%, list=12%, signal=66%	H4C14/H3C15/H4C15/GATAD2B/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/EHMT2/CHD3/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/MTA1/H2BC7/H4C12/H4C4/H4C5/CBX3/H2AC8/MBD3/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/H3C12/H4C6/H2BC17/H2BC10/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	106	0.6535461538929745	3.8392841555883193	1e-10	1.606733692506236e-9	1.3308579333960196e-9	2852	tags=82%, list=26%, signal=61%	RPSA/RPL14/RPS6/RPS3/UPF1/RPS4X/RPL30/RPL10A/RPL4/RPL39/RPL9/RPL3/RPS27A/RPL32/RPL35A/RPL37A/RPS13/RPL12/RPS25/RPL31/RPL13A/RPL17/RPL15/RPL24/RPL11/RPL26/RPL23/RPS14/RPL7A/RPS8/RPL22/RPS24/RPS18/RPL37/RPS15A/RPS11/RPL36A/RPL7/RPS23/RPS27/RPS17/RPS3A/RPL21/RPL6/RPS7/RPLP0/RPL5/CASC3/RPS5/RPL29/RPL18A/RPS20/PABPC1/RPL27A/RPL18/RPL10/RPS19/RPS29/RPL8/RPL35/RPS9/NCBP2/RPL23A/PPP2CA/RPS2/RPS16/RPL36/RPL41/RPL34/RPL27/ETF1/RPL36AL/RPL22L1/RPS21/RPLP2/RBM8A/RPL19/RPS26/PNRC2/RPL28/RPS10/RPS28/RPL38/MAGOH/UBA52/RPS12/SMG6
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	59	0.7329462474221327	3.832643968591703	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=75%, list=12%, signal=66%	H4C14/H3C15/H4C15/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/H2BC7/H4C12/H4C4/H4C5/H2AC8/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/H3C12/SET/H4C6/H2BC17/H2BC10/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	63	0.7185437723236577	3.800659944590178	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=73%, list=12%, signal=65%	H4C14/H3C15/H4C15/DNMT3A/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/DNMT1/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/H2BC7/H4C12/H4C4/H4C5/H2AC8/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/PHF1/H3C12/H4C6/H2BC17/H2BC10/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	59	0.7266696992258646	3.7998233154092773	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=73%, list=12%, signal=64%	H4C14/H3C15/H4C15/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/H2BC7/H4C12/H4C4/H4C5/H2AC8/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/H3C12/H4C6/H2BC17/H2BC10/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	94	0.6456365365562766	3.739209348784247	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1373	tags=57%, list=12%, signal=51%	H4C14/H3C15/H4C15/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H3C10/H2BC14/H4C11/H2BC15/CREBBP/TNRC6C/RFNG/MAML3/H3C7/H2AC20/H4C1/H2AC6/H3C11/TNRC6B/H3C8/H4C3/H2BC7/H4C12/H4C4/H4C5/H2AC8/NOTCH3/H2BU1/H3C1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H3C6/AGO1/H3C12/H4C6/H2BC17/FURIN/H2BC10/NOTCH4/EP300/H2AZ1/H2BC21/H4C9/H2AC4/TMED2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	60	0.7155538321154153	3.7288313884781426	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=65%, list=12%, signal=57%	H4C14/H4C15/H4C2/H2BC4/H2BC6/H2AC7/H2BC8/H1-3/H2BC11/H2BC13/H2BC14/H4C11/H2BC15/H1-5/CABIN1/H2AC20/H4C1/H2AC6/H1-2/H4C3/H2BC7/H4C12/H4C4/H4C5/H1-4/H2AC8/H2BU1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H4C6/H2BC17/H2BC10/H2AZ1/H2BC21/H4C9/H2AC4
REACTOME_HCMV_EARLY_EVENTS	REACTOME_HCMV_EARLY_EVENTS	115	0.6263054528975183	3.7229323222719017	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=51%, list=12%, signal=46%	H2BC18/H4C14/H3C15/H4C15/H2AC21/TUBB2A/TUBB2B/H4C2/H2BC4/H2BC6/H3C4/H2AC7/H2BC8/H2BC11/H2BC13/H2AC13/H3C10/H2BC14/H4C11/H2BC15/H2AC16/H2AC17/POM121/DYNC1I1/DYNC1H1/TUBB3/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/H4C3/H2BC7/H4C12/H2AC11/NCOR2/H4C4/H4C5/POM121C/H2AC8/TUBA1B/PML/H2BU1/H3C1/H4C8/H2BC5/H2BC3/H2AC14/NUP214/H3C6/H3C12/H4C6/H2BC17/H2BC10/H2AC12/H2BC21/H4C9/H2AC4
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	44	0.76380847872235	3.7181950412154516	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1791	tags=84%, list=16%, signal=71%	H4C14/H4C15/H4C2/H2BC4/H2BC6/H2AC7/H2BC8/H2BC11/H2BC13/H2BC14/H4C11/H2BC15/H2AC20/H4C1/H2AC6/H4C3/H2BC7/H4C12/H4C4/H4C5/H2AC8/H2BU1/H2AX/H4C8/H2BC5/H2BC3/H2AC14/H4C6/H2BC17/H2BC10/H2AZ1/H2BC21/H4C9/H2AC4/OGG1/H2BC9/H2BC12
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	62	0.6993676939253329	3.69394366625011	1e-10	1.606733692506236e-9	1.3308579333960196e-9	1341	tags=65%, list=12%, signal=57%	ARID1A/H4C14/H3C15/H4C15/H2AC21/DNMT3A/H4C2/H3C4/H2AC7/H2AC13/H3C10/H4C11/H2AC16/H2AC17/H3C7/H2AC20/H4C1/H2AC6/H3C11/H3C8/ARID1B/H4C3/SMARCA4/H4C12/H2AC11/H4C4/H4C5/H2AC8/SMARCC2/H3C1/H2AX/H4C8/H2AC14/H3C6/H3C12/H4C6/H2AC12/H2AZ1/H4C9/H2AC4
