ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	91	0.8659333818187324	4.066010425005904	1e-10	1.1222222222222223e-8	9.894736842105264e-9	1196	tags=91%, list=10%, signal=82%	RPL11/RPL5/RPS7/RPS27A/RPL32/RPSA/RPL14/RPL29/RPL22L1/RPL34/RPL37/RPS23/RPS10/RPS20/EEF1D/RPS6/RPL12/RPL7A/RPS24/RPL27A/RPS13/RPS25/RPS17/RPS2/RPS15A/RPL26/RPL23/RPL27/RPL38/RPL17/RPS15/EEF2/RPL36/RPL18A/RPL18/RPL13A/RPL28/RPS21/RPL3/RPS4X/RPL36A/EEF1B2/RPS3A/RPLP2/RPS26/RPL6/RPS9/RPS5/RPL24/RPL35A/RPL9/RPL8/RPLP1/RPL39/RPL37A/RPL15/RPS14/RPL30/RPL21/UBA52/RPS16/EEF1A1/RPL41/RPL31/RPS29/RPL13/RPS8/RPL4/RPS28/RPS12/RPL19/RPS27/RPS18/RPL10A/FAU/RPS3/EEF1G/RPS11/RPL10/RPL22/RPLP0/RPS19/RPL7
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	111	0.838205373094979	4.007452457792425	1e-10	1.1222222222222223e-8	9.894736842105264e-9	1196	tags=85%, list=10%, signal=77%	RPL11/EIF3I/RPL5/RPS7/RPS27A/RPL32/RPSA/RPL14/RPL29/RPL22L1/RPL34/RPL37/RPS23/RPS10/RPS20/PABPC1/RPS6/RPL12/RPL7A/RPS24/EIF3A/RPL27A/RPS13/EIF3M/RPS25/EIF4B/RPS17/RPS2/RPS15A/EIF3C/EIF4A1/RPL26/RPL23/RPL27/RPL38/RPL17/RPS15/RPL36/EIF3G/RPL18A/EIF3K/RPL18/RPL13A/RPL28/RPS21/EIF3D/EIF3L/RPL3/RPS4X/RPL36A/RPS3A/RPLP2/EIF3F/RPS26/RPL6/RPS9/RPS5/RPL24/EIF4A2/RPL35A/RPL9/EIF3H/RPL8/RPLP1/RPL39/RPL37A/RPL15/EIF3E/RPS14/RPL30/RPL21/UBA52/RPS16/RPL41/RPL31/RPS29/RPL13/RPS8/RPL4/RPS28/RPS12/RPL19/EIF2S3/RPS27/RPS18/RPL10A/FAU/RPS3/RPS11/RPL10/RPL22/RPLP0/RPS19/RPL7
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	92	0.8522172840421081	3.9890526893827483	1e-10	1.1222222222222223e-8	9.894736842105264e-9	1196	tags=86%, list=10%, signal=78%	RPL11/RPL5/RPS7/RPS27A/RPL32/RPSA/RPL14/RPL29/RPL22L1/RPL34/RPL37/RPS23/RPS10/RPS20/RPS6/RPL12/RPL7A/RPS24/RPL27A/RPS13/RPS25/RPS17/RPS2/RPS15A/RPL26/RPL23/RPL27/RPL38/RPL17/RPS15/RPL36/RPL18A/RPL18/RPL13A/RPL28/RPS21/RPL3/RPS4X/RPL36A/RPS3A/RPLP2/RPS26/RPL6/RPS9/RPS5/RPL24/RPL35A/RPL9/RPL8/RPLP1/RPL39/RPL37A/RPL15/RPS14/RPL30/RPL21/UBA52/RPS16/RPL41/RPL31/RPS29/RPL13/RPS8/RPL4/RPS28/RPS12/RPL19/EIF2S3/RPS27/RPS18/RPL10A/FAU/RPS3/RPS11/RPL10/RPL22/RPLP0/RPS19/RPL7
REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_SELENOAMINO_ACID_METABOLISM	110	0.7874107803056631	3.760752509262153	1e-10	1.1222222222222223e-8	9.894736842105264e-9	1196	tags=75%, list=10%, signal=67%	RPL11/RPL5/RPS7/RPS27A/RPL32/RPSA/RPL14/QARS1/RPL29/RPL22L1/RPL34/RPL37/RPS23/LARS1/RPS10/RPS20/RPS6/RPL12/RPL7A/RPS24/RPL27A/RPS13/RPS25/RPS17/RPS2/RPS15A/KARS1/RPL26/RPL23/RPL27/RPL38/RPL17/RPS15/RPL36/RPL18A/RPL18/RPL13A/RPL28/RPS21/RPL3/RPS4X/RPL36A/RPS3A/RPLP2/RPS26/RPL6/RPS9/RPS5/DARS1/RPL24/RPL35A/RPL9/RPL8/RPLP1/RPL39/RPL37A/RPL15/RPS14/RPL30/RPL21/UBA52/RPS16/RPL41/RPL31/RPS29/RPL13/RPS8/RPL4/RPS28/RPS12/RPL19/RPS27/RPS18/RPL10A/FAU/RPS3/RPS11/RPL10/RPL22/RPLP0/RPS19/RPL7
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	106	0.7955163310214075	3.7602966394059996	1e-10	1.1222222222222223e-8	9.894736842105264e-9	1196	tags=75%, list=10%, signal=68%	RPL11/RPL5/SSR2/RPS7/RPS27A/RPL32/RPSA/RPL14/RPL29/RPL22L1/RPL34/RPL37/RPS23/RPS10/RPS20/RPS6/RPL12/RPL7A/RPS24/RPL27A/RPS13/RPS25/RPS17/SEC11A/RPS2/RPS15A/RPL26/RPL23/RPL27/RPL38/RPL17/RPS15/RPL36/RPL18A/RPL18/RPL13A/RPL28/RPS21/RPL3/RPS4X/RPL36A/RPS3A/RPLP2/RPS26/RPL6/RPS9/RPS5/RPL24/RPL35A/RPL9/RPL8/RPLP1/RPL39/RPL37A/RPL15/RPS14/RPL30/RPL21/UBA52/RPS16/RPL41/RPL31/RPS29/RPL13/RPS8/RPL4/RPS28/RPS12/RPL19/RPS27/RPS18/RPL10A/FAU/RPS3/RPS11/RPL10/RPL22/RPLP0/RPS19/RPL7
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	106	0.788622518885549	3.727710534512488	1e-10	1.1222222222222223e-8	9.894736842105264e-9	1196	tags=75%, list=10%, signal=68%	RPL11/RPL5/RPS7/RPS27A/RPL32/RPSA/RPL14/RPL29/RPL22L1/RPL34/RPL37/RPS23/RPS10/RPS20/PABPC1/RPS6/RPL12/RPL7A/RPS24/RPL27A/RPS13/RPS25/RPS17/RPS2/RPS15A/RPL26/RPL23/RPL27/RPL38/RPL17/RPS15/RPL36/RPL18A/RPL18/RPL13A/RPL28/RPS21/RPL3/RPS4X/RPL36A/DCP1A/RPS3A/RPLP2/RPS26/RPL6/RPS9/RPS5/RPL24/RPL35A/RPL9/RPL8/RPLP1/RPL39/RPL37A/RPL15/RPS14/RPL30/RPL21/UBA52/RPS16/RPL41/RPL31/RPS29/RPL13/RPS8/RPL4/RPS28/RPS12/RPL19/RPS27/RPS18/RPL10A/FAU/RPS3/RPS11/RPL10/RPL22/RPLP0/RPS19/RPL7
REACTOME_INFLUENZA_INFECTION	REACTOME_INFLUENZA_INFECTION	130	0.7237382357499669	3.6010982262578155	1e-10	1.1222222222222223e-8	9.894736842105264e-9	1196	tags=63%, list=10%, signal=57%	RPL11/RPL5/PARP1/RPS7/RPS27A/RPL32/RPSA/RPL14/RPL29/RPL22L1/RPL34/RPL37/RPS23/RPS10/RPS20/RPS6/RPL12/RPL7A/RPS24/RPL27A/RPS13/RPS25/RAN/IPO5/RPS17/RPS2/RPS15A/RPL26/RPL23/RPL27/RPL38/RPL17/RPS15/RPL36/RPL18A/RPL18/RPL13A/RPL28/RPS21/RPL3/RPS4X/RPL36A/RPS3A/RPLP2/RPS26/RPL6/RPS9/RPS5/RPL24/RPL35A/RPL9/RPL8/RPLP1/RPL39/RPL37A/RPL15/RPS14/RPL30/RPL21/CLTC/UBA52/RPS16/RPL41/RPL31/RPS29/RPL13/RPS8/RPL4/RPS28/RPS12/RPL19/RPS27/RPS18/RPL10A/FAU/RPS3/RPS11/RPL10/RPL22/RPLP0/RPS19/RPL7
REACTOME_CELLULAR_RESPONSE_TO_STARVATION	REACTOME_CELLULAR_RESPONSE_TO_STARVATION	129	0.7224036471103219	3.5991828379942175	1e-10	1.1222222222222223e-8	9.894736842105264e-9	1318	tags=64%, list=11%, signal=58%	RPL11/RPL5/RPS7/RPS27A/SH3BP4/RPL32/RPSA/RPL14/RPL29/RPL22L1/RPL34/RPL37/RPS23/RPS10/BMT2/RPS20/RPS6/RPL12/RPL7A/RPS24/RPL27A/RPS13/RPS25/RPS17/RPS2/RPS15A/RPL26/RPL23/RPL27/RPL38/RPL17/RPS15/RPL36/RPL18A/RPL18/RPL13A/RPL28/RPS21/RPL3/RPS4X/RPL36A/RPS3A/RPLP2/RPS26/RPL6/RPS9/RPS5/RPL24/RPL35A/RPL9/RPL8/RPLP1/RPL39/RPL37A/RPL15/RPS14/RPL30/RPL21/UBA52/RPS16/RPL41/RPL31/RPS29/RPL13/RPS8/RPL4/RPS28/RPS12/RPL19/EIF2S3/RPS27/RPS18/RPL10A/FAU/RPS3/RPS11/RPL10/RPL22/RPLP0/RPS19/RPL7/ATP6V1B2/ATF4
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	55	0.8600986548067683	3.596831342499148	1e-10	1.1222222222222223e-8	9.894736842105264e-9	1164	tags=87%, list=10%, signal=79%	EIF3I/RPS7/RPS27A/RPSA/RPS23/RPS10/RPS20/PABPC1/RPS6/RPS24/EIF3A/RPS13/EIF3M/RPS25/EIF4B/RPS17/RPS2/RPS15A/EIF3C/EIF4A1/RPS15/EIF3G/EIF3K/RPS21/EIF3D/EIF3L/RPS4X/RPS3A/EIF3F/RPS26/RPS9/RPS5/EIF4A2/EIF3H/EIF3E/RPS14/RPS16/RPS29/RPS8/RPS28/RPS12/EIF2S3/RPS27/RPS18/FAU/RPS3/RPS11/RPS19
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	34	0.6249028277365383	2.3454957819734963	2.9904815737631347e-6	3.0203863895007663e-4	2.6631025383195916e-4	2272	tags=56%, list=20%, signal=45%	COL3A1/COL5A2/COL25A1/COL1A2/COL15A1/COL6A2/COL4A5/COL11A1/COL1A1/COL27A1/COL21A1/COL12A1/COL4A1/COL23A1/COL2A1/COL6A1/COL4A2/COL9A2/COL14A1
