ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	19	-0.8652869397284955	-3.400706643222842	1e-10	6.136021241726058e-9	4.6705990776013284e-9	72	tags=68%, list=3%, signal=67%	NDUFB11/MT-ND1/MT-ND2/MT-CO1/MT-CO2/MT-ATP8/MT-ATP6/MT-CO3/MT-ND3/MT-ND4/MT-ND5/MT-ND6/MT-CYB
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	14	-0.9504565097830924	-3.3358424258336283	1e-10	6.136021241726058e-9	4.6705990776013284e-9	72	tags=93%, list=3%, signal=91%	NDUFB11/MT-ND1/MT-ND2/MT-CO1/MT-CO2/MT-ATP8/MT-ATP6/MT-CO3/MT-ND3/MT-ND4/MT-ND5/MT-ND6/MT-CYB
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	12	-0.9452681740449866	-3.125742717476038	1e-10	6.136021241726058e-9	4.6705990776013284e-9	72	tags=92%, list=3%, signal=89%	NDUFB11/MT-ND1/MT-ND2/MT-CO1/MT-CO2/MT-CO3/MT-ND3/MT-ND4/MT-ND5/MT-ND6/MT-CYB
REACTOME_HATS_ACETYLATE_HISTONES	REACTOME_HATS_ACETYLATE_HISTONES	45	0.643579276509699	2.9512524983589175	1e-10	6.136021241726058e-9	4.6705990776013284e-9	787	tags=98%, list=33%, signal=67%	H2BC18/H4C14/H3C14/H3C15/H4C15/TADA3/KAT2B/RUVBL1/ACTL6A/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H2AC11/H4C9/H2BC12/H2AC12/H2BC13/H2AC13/H3C10/H2AC14/H2BC14/H2BC15/H2AC16/H3C11/H4C13/H3C12/H2AC17/H2BC17
REACTOME_HDACS_DEACETYLATE_HISTONES	REACTOME_HDACS_DEACETYLATE_HISTONES	44	0.6442138534629243	2.9512404147070015	1e-10	6.136021241726058e-9	4.6705990776013284e-9	787	tags=93%, list=33%, signal=64%	KDM1A/H2BC18/H4C14/H3C14/H3C15/H4C15/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H2AC11/H4C9/H2BC12/H2AC12/H2BC13/H2AC13/H3C10/H2AC14/H2BC14/H2BC15/H2AC16/H3C11/H4C13/H3C12/H2AC17/H2BC17
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	37	0.6708051382697183	2.911510243541233	1e-10	6.136021241726058e-9	4.6705990776013284e-9	787	tags=97%, list=33%, signal=66%	H4C14/H3C14/H3C15/H4C15/H3-3A/H2AZ1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	39	0.6541418371858008	2.8884456447914313	1.1546276530129677e-10	6.136021241726058e-9	4.6705990776013284e-9	789	tags=95%, list=33%, signal=65%	H4C14/H3C14/H3C15/H4C15/H3-3A/H2AZ1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17/POLR1H
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION	42	0.6449896612770594	2.8979647420866277	2.499732746654397e-10	1.1623757271942946e-8	8.847738274342538e-9	789	tags=93%, list=33%, signal=63%	H4C14/H3C14/H3C15/H4C15/H3-3A/KAT2B/H2AZ1/DEK/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17/POLR1H
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	39	0.640276054243264	2.8272195343743136	4.664236953193899e-10	1.927884607320145e-8	1.4674616846890747e-8	787	tags=92%, list=33%, signal=63%	H4C14/H3C14/H3C15/H4C15/H3-3A/H2AZ1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	44	0.6181251135318433	2.831723978915517	5.28523382670828e-10	1.9661069835354803e-8	1.4965556835626604e-8	789	tags=89%, list=33%, signal=61%	H4C14/H3C14/H3C15/H4C15/H3-3A/KAT2B/H2AZ1/DEK/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17/POLR1H
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	40	0.6353408919741281	2.821462813294008	7.491515902380564e-10	2.5334944688050634e-8	1.9284380648233227e-8	787	tags=92%, list=33%, signal=63%	ORC1/H4C14/H3C14/H3C15/H4C15/H3-3A/H2AZ1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	40	0.6275415180111819	2.786826850330802	1.5297927359218368e-9	4.742357481357694e-8	3.60977408739451e-8	787	tags=92%, list=33%, signal=63%	H4C14/H3C14/H3C15/H4C15/H3-3A/KAT2B/H2AZ1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	42	0.6272009468208888	2.818039325609471	1.8133951034520123e-9	4.946089060019593e-8	3.764849907032458e-8	789	tags=90%, list=33%, signal=62%	H4C14/H3C14/H3C15/H4C15/H3-3A/KAT2B/H2AZ1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17/POLR1H
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	42	0.626760107210371	2.8160586153362765	1.8614313666740403e-9	4.946089060019593e-8	3.764849907032458e-8	787	tags=90%, list=33%, signal=62%	H4C14/H3C14/H3C15/H4C15/H3-3A/CNOT9/RARB/H2AZ1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	44	0.6034490406141766	2.764490684736913	2.370936494421355e-9	5.879922506164961e-8	4.475662575433997e-8	787	tags=86%, list=33%, signal=59%	H4C14/H3C14/H3C15/H4C15/H3-3A/SMC4/H2AZ1/CCNB1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17
REACTOME_HCMV_LATE_EVENTS	REACTOME_HCMV_LATE_EVENTS	48	0.5877408760076372	2.7222886435622633	4.388660840784593e-9	1.020363645482418e-7	7.766774777441156e-8	787	tags=85%, list=33%, signal=59%	NDC1/H2BC18/H4C14/H3C14/H3C15/H4C15/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H2AC11/H4C9/H2BC12/H2AC12/H2BC13/H2AC13/H3C10/H2AC14/H2BC14/H2BC15/H2AC16/H3C11/H4C13/H3C12/H2AC17/H2BC17
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	44	0.5965728145396672	2.732989660375719	4.908002445264155e-9	1.0655884267107956e-7	8.111015472133673e-8	787	tags=89%, list=33%, signal=61%	H4C14/H3C14/H3C15/H4C15/H3-3A/TFDP2/H2AZ1/LEF1/DEK/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	39	0.618111609336538	2.7293496371736126	5.156073032471591e-9	1.0655884267107956e-7	8.111015472133673e-8	787	tags=92%, list=33%, signal=63%	H4C14/H3C14/H3C15/H4C15/H3-3A/H2AZ1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	42	0.6132638123937055	2.755419214620825	8.101585773058763e-9	1.5291493639868403e-7	1.1639535339911151e-7	787	tags=90%, list=33%, signal=62%	H4C14/H3C14/H3C15/H4C15/H3-3A/RUVBL1/H2AZ1/LEF1/H4C1/H2AC4/H2BC3/H2BC4/H2AC6/H2BC5/H2BC6/H3C4/H2AC7/H2BC7/H2BC8/H2AC8/H3C6/H3C7/H2BC9/H3C8/H2BC10/H4C8/H2BC11/H4C9/H2BC12/H2BC13/H3C10/H2AC14/H2BC14/H2BC15/H3C11/H4C13/H3C12/H2BC17
